{name=爱知, url=/aichi}
{name=廉江市, url=/lianjian}
{name=雷州市, url=/leizhou}
{name=隆安县, url=/longan}
{name=灵川县, url=/lingchuanxian}
{name=荔浦县, url=/lipu}
{name=龙胜各族自治县, url=/longsheng}
{name=柳江县, url=/liujiang}
{name=柳城县, url=/liucheng}
{name=鹿寨县, url=/luzhai}
{name=陆川县, url=/luchuan}
{name=灵山县, url=/lingshan}
{name=龙州县, url=/longzhou}
{name=凌云县, url=/lingyun}
{name=乐业县, url=/leye}
{name=隆林各族自治县, url=/longlin}
{name=罗城仫佬族自治县, url=/luocheng}
{name=罗江县, url=/luojian}
{name=阆中市, url=/langzhong}
{name=邻水县, url=/linshui}
{name=隆昌县, url=/longcang}
{name=泸县, url=/luxian}
{name=乐至县, url=/lezhi}
{name=泸定县, url=/luding}
{name=炉霍县, url=/luhuo}
{name=理塘县, url=/litang}
{name=雷波县, url=/leibo}
{name=黎平县, url=/liping}
{name=雷山县, url=/leishan}
{name=荔波县, url=/libo}
{name=罗甸县, url=/luodian}
{name=龙里县, url=/liuli}
{name=禄劝彝族苗族自治县, url=/luquanxian}
{name=罗平县, url=/luoping}
{name=陆良县, url=/luliang}
{name=龙陵县, url=/liuling}
{name=鲁甸县, url=/ludian}
{name=澜沧拉祜族自治县, url=/lancang}
{name=芒市, url=/luxishi}
{name=梁河县, url=/lianghe}
{name=陇川县, url=/longchuan}
{name=泸水县, url=/lushui}
{name=兰坪白族普米族自治县, url=/lanping}
{name=禄丰县, url=/lufengxian}
{name=绿春县, url=/lvchun}
{name=林周县, url=/linzhouxian}
{name=类乌齐县, url=/leiwuqi}
{name=洛隆县, url=/luolong}
{name=巴宜区, url=/linzhixian}
{name=朗县, url=/langxian}
{name=洛扎县, url=/luozha}
{name=隆子县, url=/longzi}
{name=拉孜县, url=/lazi}
{name=蓝田县, url=/lantian}
{name=洛川县, url=/luochuan}
{name=礼泉县, url=/liquan}
{name=陇县, url=/longxian}
{name=麟游县, url=/linyou}
{name=略阳县, url=/lueyang}
{name=留坝县, url=/liuba}
{name=岚皋县, url=/langao}
{name=洛南县, url=/luonan}
{name=临泽县, url=/linze}
{name=灵台县, url=/lingtai}
{name=临洮县, url=/lintao}
{name=陇西县, url=/longxi}
{name=礼县, url=/lnlixian}
{name=两当县, url=/liangdang}
{name=临夏市, url=/linxia}
{name=临夏县, url=/linxiaxian}
{name=临潭县, url=/lintan}
{name=碌曲县, url=/luqu}
{name=灵武市, url=/lingwu}
{name=隆德县, url=/longde}
{name=洛浦县, url=/luopu}
{name=轮台县, url=/luntai}
{name=梁平县, url=/liangping}
{name=庐山区, url=/lushan}
{name=临淄, url=/linzi}
{name=苗栗, url=/miaoli}
{name=蒙古, url=/mongolia}
{name=宫城, url=/miyagi}
{name=美奈, url=/muine}
{name=曼德勒, url=/mandalay}
{name=墨西哥, url=/mexico}
{name=密克罗尼西亚, url=/micronesia}
{name=美因茨, url=/mainz}
{name=曼海姆, url=/mannheim}
{name=摩尔多瓦, url=/moldova}
{name=摩洛哥, url=/morocco}
{name=毛里塔尼亚, url=/mauritania}
{name=蒙彼利埃, url=/montpellier}
{name=芒通, url=/menton}
{name=蒙特勒, url=/montreux}
{name=明斯克, url=/minsk}
{name=麦迪逊, url=/madison}
{name=明尼阿波利斯, url=/minneapolis}
{name=马赛马拉国家保护区, url=/masaimara}
{name=马斯特里赫特, url=/maastricht}
{name=莫桑比克, url=/mozambique}
{name=蒙特塞拉特, url=/montserrat}
{name=马拉加, url=/malaga}
{name=马其顿, url=/macedonia}
{name=马德拉群岛, url=/madeiraislands}
{name=马拉维, url=/malawi}
{name=马提尼克, url=/martinique}
{name=马绍尔群岛, url=/marshallislands}
{name=马耳他, url=/malta}
{name=马里, url=/mali}
{name=蒙哥马利, url=/montgomery}
{name=蒙特雷, url=/monterrey}
{name=澳门, url=/macau}
{name=其它城市, url=/more}
{name=茂名, url=/maoming}
{name=绵阳, url=/mianyang}
{name=梅州, url=/meizhou}
{name=马鞍山, url=/maanshan}
{name=牡丹江, url=/mudanjiang}
{name=眉山, url=/meishan}
{name=莫干山, url=/moganshan}
{name=明月山, url=/mingyueshan}
{name=曼谷, url=/bangkok}
{name=莫斯科, url=/moscow}
{name=摩纳哥, url=/monaco}
{name=马六甲, url=/malacca}
{name=马来西亚, url=/malaysia}
{name=马尔代夫, url=/maldives}
{name=马尼拉, url=/manila}
{name=墨尔本, url=/melbourne}
{name=毛里求斯, url=/mauritius}
{name=马赛, url=/marseille}
{name=迈阿密, url=/miami}
{name=孟买, url=/mumbai}
{name=蒙特娄, url=/montreal}
{name=慕尼黑, url=/munich}
{name=马尔默, url=/malmo}
{name=棉花堡, url=/pamukkale}
{name=马德里, url=/madrid}
{name=马略卡岛, url=/majorca}
{name=米科诺斯, url=/mykonos}
{name=米兰, url=/milano}
{name=曼彻斯特, url=/manchester}
{name=马拉喀什, url=/marrakech}
{name=墨西哥城, url=/mexicocity}
{name=马丘比丘, url=/machupicchu}
{name=缅甸, url=/myanmar}
{name=马达加斯加, url=/madagascar}
{name=梅河口市, url=/meihekou}
{name=密云县, url=/miyun}
{name=满城县, url=/mancheng}
{name=孟村回族自治县, url=/mengcun}
{name=满洲里市, url=/manzhouli}
{name=密山市, url=/mishan}
{name=穆棱市, url=/muleng}
{name=明水县, url=/mingshui}
{name=漠河县, url=/mohe}
{name=蒙城县, url=/mengcheng}
{name=明光市, url=/mingguang}
{name=明溪县, url=/mingxi}
{name=蒙阴县, url=/mengyin}
{name=孟津县, url=/mengjin}
{name=孟州市, url=/mengzhou}
{name=民权县, url=/minquan}
{name=泌阳县, url=/miyang}
{name=麻城市, url=/macheng}
{name=汨罗市, url=/miluo}
{name=麻阳苗族自治县, url=/mayang}
{name=梅县区, url=/meixian}
{name=马山县, url=/mashan}
{name=蒙山县, url=/mengshan}
{name=绵竹市, url=/mianzhu}
{name=沐川县, url=/muchuan}
{name=马边彝族自治县, url=/mabian}
{name=米易县, url=/miyi}
{name=马尔康县, url=/maerkang}
{name=茂县, url=/maoxian}
{name=冕宁县, url=/mianning}
{name=美姑县, url=/meigu}
{name=木里藏族自治县, url=/muli}
{name=湄潭县, url=/meitan}
{name=麻江县, url=/majian}
{name=马龙县, url=/maliu}
{name=墨江哈尼族自治县, url=/mojiang}
{name=孟连傣族拉祜族佤族自治县, url=/menglian}
{name=弥渡县, url=/midu}
{name=牟定县, url=/moding}
{name=勐海县, url=/menghai}
{name=勐腊县, url=/mengla}
{name=蒙自县, url=/mengzi}
{name=弥勒市, url=/mile}
{name=麻栗坡县, url=/malipo}
{name=马关县, url=/maguan}
{name=墨竹工卡县, url=/muzhugongka}
{name=芒康县, url=/mangkang}
{name=米林县, url=/milin}
{name=墨脱县, url=/motuo}
{name=勉县, url=/mianxian}
{name=米脂县, url=/mizhi}
{name=民勤县, url=/minqin}
{name=民乐县, url=/minle}
{name=岷县, url=/minxian}
{name=玛曲县, url=/maqu}
{name=民和回族土族自治县, url=/minhe}
{name=门源回族自治县, url=/menyuan}
{name=玛沁县, url=/maqin}
{name=玛多县, url=/maduo}
{name=麦盖提县, url=/maigaiti}
{name=墨玉县, url=/moyu}
{name=民丰县, url=/minfeng}
{name=玛纳斯县, url=/manasi}
{name=木垒哈萨克自治县, url=/mulei}
{name=莫力达瓦达斡尔族自治旗, url=/molidawaqi}
{name=牟平, url=/mouping}
{name=南京, url=/nanjing}
{name=宁波, url=/ningbo}
{name=南昌, url=/nanchang}
{name=南宁, url=/nanning}
{name=朝鲜, url=/northkorea}
{name=长崎, url=/nagasaki}
{name=日光市, url=/nikko}
{name=长野, url=/nagano}
{name=尼亚加拉湖边小镇, url=/niagaraonlake}
{name=北马里亚纳, url=/northernmariana}
{name=尼加拉瓜, url=/nicaragua}
{name=尼日尔, url=/niger}
{name=拿骚, url=/nassau}
{name=纽伦堡, url=/nuremberg}
{name=挪威, url=/norway}
{name=新喀里多尼亚, url=/newcaledonia}
{name=新西兰南岛, url=/newzealandsouth}
{name=尼尔森, url=/nelson}
{name=南特, url=/nantes}
{name=诺曼底, url=/normandy}
{name=尼姆, url=/nimes}
{name=北领地, url=/northern}
{name=纳米比亚, url=/namibia}
{name=纽埃, url=/niue}
{name=新奥尔良, url=/neworleans}
{name=纽黑文, url=/newhaven}
{name=纳帕, url=/nappa}
{name=内罗毕, url=/nairobi}
{name=纳库鲁, url=/nakuru}
{name=诺丁汉, url=/nottingham}
{name=纽卡斯尔, url=/newcastle}
{name=荷兰, url=/netherlands}
{name=纳什维尔, url=/nashville}
{name=南川区, url=/nanchuan}
{name=南通, url=/nantong}
{name=南平, url=/nanping}
{name=南阳, url=/nanyang}
{name=宁德, url=/ningde}
{name=南充, url=/nanchong}
{name=内江, url=/neijiang}
{name=怒江, url=/nujiang}
{name=那曲, url=/naqu}
{name=新北, url=/newtaipei}
{name=南投, url=/riyuetan}
{name=南安市, url=/nanan}
{name=宁海, url=/ninghai}
{name=南戴河, url=/nandaihe}
{name=奈良, url=/naraken}
{name=名古屋, url=/nagoya}
{name=芽庄, url=/nhatrang}
{name=新西兰, url=/newzealand}
{name=尼斯, url=/nice}
{name=纽约, url=/newyork}
{name=尼泊尔, url=/nepal}
{name=新德里, url=/newdelhi}
{name=尼亚加拉瀑布, url=/niagarafalls}
{name=那不勒斯, url=/naples}
{name=牛津, url=/oxford}
{name=南皮县, url=/nanpi}
{name=南宫市, url=/nangong}
{name=内丘县, url=/neiqiu}
{name=南和县, url=/nanhe}
{name=宁晋县, url=/ningjing}
{name=宁武县, url=/ningwu}
{name=宁城县, url=/ningcheng}
{name=农安县, url=/nongan}
{name=讷河市, url=/nehe}
{name=嫩江县, url=/nengjian}
{name=宁安市, url=/ningan}
{name=南陵县, url=/nanling}
{name=宁国市, url=/ningguo}
{name=宁化县, url=/ninghua}
{name=南康市, url=/nankang}
{name=宁都县, url=/ningdu}
{name=南城县, url=/nancheng}
{name=南丰县, url=/nanfeng}
{name=宁津县, url=/ningjin}
{name=宁阳县, url=/ningyang}
{name=内黄县, url=/neihuang}
{name=南乐县, url=/nanle}
{name=宁陵县, url=/ningling}
{name=南召县, url=/nanzhao}
{name=内乡县, url=/neixiang}
{name=南漳县, url=/nanzhang}
{name=宁乡县, url=/ningxiang}
{name=南县, url=/nanxian}
{name=宁远县, url=/ningyuan}
{name=南雄市, url=/nanxiong}
{name=南澳县, url=/nanao}
{name=宁明县, url=/ningming}
{name=那坡县, url=/napo}
{name=南丹县, url=/nandan}
{name=南部县, url=/nanbu}
{name=南江县, url=/nanjiang}
{name=若尔盖县, url=/nuoergai}
{name=宁南县, url=/ningnan}
{name=纳雍县, url=/nayong}
{name=宁蒗彝族自治县, url=/ninglang}
{name=南涧彝族自治县, url=/nanjian}
{name=南华县, url=/nanhua}
{name=尼木县, url=/nimu}
{name=那曲县, url=/naquxian}
{name=聂荣县, url=/nierong}
{name=尼玛县, url=/nima}
{name=乃东县, url=/naidong}
{name=南木林县, url=/nanmulin}
{name=聂拉木县, url=/nielamu}
{name=南郑县, url=/nanzheng}
{name=宁强县, url=/ningqiang}
{name=宁陕县, url=/ningshan}
{name=宁县, url=/ningxian}
{name=囊谦县, url=/nangqian}
{name=尼勒克县, url=/nileke}
{name=奈曼旗, url=/naimanqi}
{name=大分, url=/oita}
{name=欧登塞, url=/odense}
{name=安大略省, url=/ontario}
{name=奥林匹亚, url=/olympia}
{name=奥马鲁, url=/oamaru}
{name=俄克拉何马城, url=/oklahomacity}
{name=阿曼, url=/oman}
{name=大阪, url=/osaka}
{name=冲绳, url=/okinawa}
{name=奥斯陆, url=/oslo}
{name=奥兰多, url=/orlando}
{name=渥太华, url=/ottawa}
{name=牛津, url=/oxford}
{name=平壤, url=/pyongyang}
{name=藩切, url=/phanthiet}
{name=巴色, url=/pakse}
{name=民丹岛, url=/pulaubintan}
{name=博卡拉, url=/pokhara}
{name=帕坦, url=/patan}
{name=巴勒斯坦, url=/palestine}
{name=巴基斯坦, url=/pakistan}
{name=巴布亚新几内亚, url=/papuanewguinea}
{name=巴拉圭, url=/paraguay}
{name=巴拿马, url=/panama}
{name=波茨坦, url=/potsdam}
{name=莱茵兰-普法尔茨, url=/palatinate}
{name=庞贝, url=/pompeii}
{name=帕勒莫, url=/palermo}
{name=波西塔诺, url=/positano}
{name=佩鲁贾, url=/perugia}
{name=普利亚大区, url=/puglia}
{name=波兰, url=/poland}
{name=波多黎各, url=/puertorico}
{name=珀斯, url=/perth}
{name=秘鲁, url=/peru}
{name=佩特拉, url=/petra}
{name=匹兹堡, url=/pittsburgh}
{name=波特兰, url=/portland}
{name=佩吉市, url=/page}
{name=凤凰城, url=/phoenix}
{name=棕榈泉, url=/palmsprings}
{name=朴次茅斯, url=/portsmouth}
{name=普利茅斯, url=/plymouth}
{name=葡萄牙, url=/portugal}
{name=普罗维登斯, url=/providence}
{name=盘锦, url=/panjin}
{name=濮阳, url=/puyang}
{name=莆田, url=/putian}
{name=平顶山, url=/pingdingshan}
{name=萍乡, url=/pingxiang}
{name=攀枝花, url=/panzhihua}
{name=平凉, url=/pingliang}
{name=普洱, url=/puer}
{name=平阳, url=/pingyang}
{name=普陀山, url=/putuoshan}
{name=普吉岛, url=/phuket}
{name=芭堤雅, url=/pattaya}
{name=皮皮岛, url=/kohphiphi}
{name=拜县, url=/pai}
{name=槟城, url=/penang}
{name=巴拉望岛, url=/palawan}
{name=菲律宾, url=/philippines}
{name=金边, url=/phnompenh}
{name=巴黎, url=/paris}
{name=普罗旺斯, url=/provence}
{name=费城, url=/philadelphia}
{name=布拉格, url=/prague}
{name=波尔图, url=/porto}
{name=棉花堡, url=/pamukkale}
{name=比萨, url=/pisa}
{name=比勒陀利亚, url=/pretoria}
{name=帕劳, url=/palau}
{name=普兰店市, url=/pulandian}
{name=平山县, url=/pingshan}
{name=平泉县, url=/pingquan}
{name=平乡县, url=/pingxiangxian}
{name=平定县, url=/pingding}
{name=平顺县, url=/pingshun}
{name=偏关县, url=/pianguan}
{name=平遥县, url=/pingyao}
{name=蒲县, url=/puxian}
{name=盘山县, url=/panshan}
{name=磐石市, url=/panshi}
{name=邳州市, url=/pizhou}
{name=沛县, url=/peixian}
{name=平湖市, url=/pinghu}
{name=浦江县, url=/pujiang}
{name=磐安县, url=/panan}
{name=平潭县, url=/pingtan}
{name=浦城县, url=/pucheng}
{name=屏南县, url=/pingnan}
{name=彭泽县, url=/pengze}
{name=鄱阳县, url=/poyang}
{name=平阴县, url=/pingyin}
{name=平原县, url=/pingyuan}
{name=蓬莱市, url=/penglai}
{name=平邑县, url=/pingyi}
{name=濮阳县, url=/puyangxian}
{name=鲁山县, url=/pdslushan}
{name=平舆县, url=/pingyu}
{name=平江县, url=/pingjian}
{name=平远县, url=/pingyuanxian}
{name=普宁市, url=/puning}
{name=平乐县, url=/pingle}
{name=平南县, url=/pingnanxian}
{name=浦北县, url=/pubei}
{name=凭祥市, url=/pingxiangshi}
{name=平果县, url=/pingguo}
{name=彭州市, url=/pengzhou}
{name=郫县, url=/pixian}
{name=蒲江县, url=/pujiangxian}
{name=平武县, url=/pingwu}
{name=蓬安县, url=/pengan}
{name=蓬溪县, url=/pengxi}
{name=屏山县, url=/pingshanxian}
{name=平昌县, url=/pingcang}
{name=彭山县, url=/pengshan}
{name=普格县, url=/puge}
{name=盘县, url=/panxian}
{name=平坝区, url=/pingba}
{name=普定县, url=/puding}
{name=平塘县, url=/pingtang}
{name=普安县, url=/puan}
{name=普洱哈尼族彝族自治县, url=/puerxian}
{name=屏边苗族自治县, url=/pingbian}
{name=普兰县, url=/pulan}
{name=蒲城县, url=/puchengxian}
{name=平利县, url=/pingli}
{name=平安区, url=/pingan}
{name=平罗县, url=/pingluo}
{name=彭阳县, url=/pengyang}
{name=皮山县, url=/pishan}
{name=彭水苗族土家族自治县, url=/pengshui}
{name=平陆县, url=/pingluxian}
{name=青岛, url=/qingdao}
{name=魁北克, url=/quebec}
{name=卡塔尔, url=/qatar}
{name=泉州, url=/quanzhou}
{name=秦皇岛, url=/qinhuangdao}
{name=清远, url=/qingyuan}
{name=衢州, url=/quzhou}
{name=齐齐哈尔, url=/qiqihaer}
{name=黔东南, url=/qiandongnan}
{name=潜江, url=/qianjiang}
{name=钦州, url=/qinzhou}
{name=曲靖, url=/qujing}
{name=庆阳, url=/qingyang}
{name=七台河, url=/qitaihe}
{name=黔南, url=/qiannan}
{name=黔西南, url=/qianxinan}
{name=千岛湖, url=/qiandaohu}
{name=青城山, url=/qingchengshan}
{name=青海湖, url=/qinghaihu}
{name=清迈, url=/chiangmai}
{name=清莱, url=/chiangrai}
{name=皇后镇, url=/queenstown}
{name=琼海, url=/qionghai}
{name=琼中, url=/qiongzhong}
{name=抚宁县, url=/qhdfuning}
{name=青龙满族自治县, url=/qinglong}
{name=迁安市, url=/qianan}
{name=迁西县, url=/qianxi}
{name=曲阳县, url=/quyang}
{name=青县, url=/qingxian}
{name=清河县, url=/qinghe}
{name=邱县, url=/qiuxian}
{name=曲周县, url=/quzhouxian}
{name=清徐县, url=/qingxu}
{name=沁县, url=/qinxian}
{name=沁源县, url=/qinyuan}
{name=沁水县, url=/qinshui}
{name=祁县, url=/qixian}
{name=曲沃县, url=/quwo}
{name=清水河县, url=/qingshuihe}
{name=乾安县, url=/qiananxian}
{name=前郭尔罗斯蒙古族自治县, url=/qianguoerluo}
{name=青冈县, url=/qinggang}
{name=庆安县, url=/qingan}
{name=启东市, url=/qidong}
{name=青田县, url=/qingtian}
{name=全椒县, url=/quanjiao}
{name=潜山县, url=/qianshan}
{name=祁门县, url=/qimen}
{name=青阳县, url=/qingyangxian}
{name=清流县, url=/qingliu}
{name=全南县, url=/quannan}
{name=铅山县, url=/qianshanxian}
{name=齐河县, url=/qihe}
{name=庆云县, url=/qingyun}
{name=青州市, url=/qingzhou}
{name=栖霞市, url=/qixia}
{name=曲阜市, url=/qufu}
{name=沁阳市, url=/qinyang}
{name=清丰县, url=/qingfeng}
{name=确山县, url=/queshan}
{name=蕲春县, url=/qichun}
{name=祁东县, url=/qidongxian}
{name=祁阳县, url=/qiyang}
{name=全州县, url=/quanzhouxian}
{name=青川县, url=/qingchuan}
{name=渠县, url=/quxian}
{name=青神县, url=/qingshen}
{name=清镇市, url=/qingzhen}
{name=黔西县, url=/qianxixian}
{name=晴隆县, url=/qinglongxian}
{name=巧家县, url=/qiaojia}
{name=丘北县, url=/qiubei}
{name=曲水县, url=/qushui}
{name=琼结县, url=/qiongjie}
{name=曲松县, url=/qusong}
{name=乾县, url=/qianxian}
{name=岐山县, url=/qishan}
{name=千阳县, url=/qianyang}
{name=清涧县, url=/qingjian}
{name=清水县, url=/qingshui}
{name=秦安县, url=/qinan}
{name=庆城县, url=/qingcheng}
{name=祁连县, url=/qilian}
{name=曲麻莱县, url=/qumalai}
{name=青铜峡市, url=/qingtongxia}
{name=奇台县, url=/qitai}
{name=且末县, url=/qiemo}
{name=青河县, url=/qinghexian}
{name=俄罗斯, url=/russia}
{name=雷克雅未克, url=/reykjavik}
{name=刚果共和国, url=/rpblicthecongo}
{name=卢旺达, url=/rwanda}
{name=拉贾斯坦邦, url=/rajasthan}
{name=罗滕堡, url=/Rothenburg}
{name=雷根斯堡, url=/regensburg}
{name=吕德斯海姆, url=/rudesheim}
{name=里米尼, url=/rimini}
{name=里加, url=/riga}
{name=罗托鲁瓦, url=/rotorua}
{name=鲁昂, url=/rouen}
{name=兰斯, url=/reims}
{name=雷恩, url=/rennes}
{name=留尼旺, url=/reunion}
{name=罗马尼亚, url=/romania}
{name=纳罗利, url=/raleigh}
{name=里士满, url=/richmond}
{name=罗瓦涅米, url=/rovaniemi}
{name=龙达, url=/ronda}
{name=日照, url=/rizhao}
{name=日喀则, url=/rikazediqu}
{name=南投, url=/riyuetan}
{name=瑞安, url=/ruian}
{name=荣成, url=/rongcheng}
{name=日本, url=/japan}
{name=鹿特丹, url=/rotterdam}
{name=日内瓦, url=/geneva}
{name=罗马, url=/rome}
{name=里约热内卢, url=/riodejaneiro}
{name=饶阳县, url=/raoyang}
{name=任丘市, url=/renqiu}
{name=任县, url=/renxian}
{name=饶河县, url=/raohe}
{name=如皋市, url=/rugao}
{name=如东县, url=/rudong}
{name=瑞昌市, url=/ruicang}
{name=瑞金市, url=/ruijin}
{name=乳山市, url=/rushan}
{name=汝阳县, url=/ruyang}
{name=汝州市, url=/ruzhou}
{name=汝南县, url=/runan}
{name=汝城县, url=/rucheng}
{name=仁化县, url=/renhua}
{name=乳源瑶族自治县, url=/ruyuan}
{name=饶平县, url=/raoping}
{name=融安县, url=/rongan}
{name=融水苗族自治县, url=/rongshui}
{name=容县, url=/rongxian}
{name=荣县, url=/rongxianxian}
{name=仁寿县, url=/renshou}
{name=壤塘县, url=/rangtang}
{name=仁怀市, url=/renhuai}
{name=榕江县, url=/rongjian}
{name=瑞丽市, url=/ruili}
{name=桑珠孜区, url=/rikaze}
{name=仁布县, url=/renbu}
{name=日土县, url=/ritou}
{name=若羌县, url=/ruoqiang}
{name=荣昌区, url=/rongcang}
{name=容城县, url=/rongchengxian}
{name=芮城县, url=/ruichengxian}
{name=上海, url=/shanghai}
{name=深圳, url=/shenzhen}
{name=苏州, url=/suzhou}
{name=沈阳, url=/shenyang}
{name=三亚, url=/sanya}
{name=石家庄, url=/shijiazhuang}
{name=静冈, url=/shizuoka}
{name=素可泰, url=/sukhothai}
{name=伊斯法罕, url=/sfahan}
{name=设拉子, url=/shiraz}
{name=索非亚, url=/sofia}
{name=斯普利特, url=/split}
{name=南非, url=/southafrica}
{name=太阳城, url=/suncity}
{name=泗水, url=/surabaya}
{name=叙利亚, url=/syria}
{name=赛尔丘克, url=/selcuk}
{name=西戴, url=/side}
{name=圣卢西亚, url=/saintlucia}
{name=圣基茨和尼维斯, url=/stkittsandnevis}
{name=圣多美和普林西比, url=/standp}
{name=圣文森特和格林纳丁斯, url=/svandg}
{name=圣赫勒拿, url=/sainthelena}
{name=圣马力诺, url=/sanmarino}
{name=沙姆沙伊赫, url=/sharmel-sheikh}
{name=塞内加尔, url=/senegal}
{name=塞尔维亚, url=/serbia}
{name=塞拉利昂, url=/sierraleone}
{name=圣沃尔夫冈, url=/stwolfgang}
{name=斯图加特, url=/stuttgart}
{name=锡耶纳, url=/siena}
{name=西西里岛, url=/sicily}
{name=索伦托, url=/sorrento}
{name=圣吉米亚诺, url=/sangimignano}
{name=所罗门群岛, url=/solomonislands}
{name=松恩峡湾, url=/sognefjord}
{name=斯塔万格, url=/stavanger}
{name=斯威士兰, url=/swaziland}
{name=斯洛伐克, url=/slovakia}
{name=斯洛文尼亚, url=/slovenia}
{name=沙特阿拉伯, url=/saudiarabia}
{name=斯特拉斯堡, url=/strasbourg}
{name=圣马洛, url=/saint-malo}
{name=圣胡安, url=/sanjuan}
{name=素叻他尼, url=/suratthani}
{name=斯米兰群岛, url=/similanislands}
{name=阳光海岸, url=/sunshinecoast}
{name=斯科纳, url=/skane}
{name=瑞典, url=/sweden}
{name=瑞士, url=/switzerland}
{name=施皮茨, url=/spiez}
{name=沙夫豪森, url=/schaffhausen}
{name=圣加仑, url=/stgallen}
{name=圣莫里茨, url=/stmoritz}
{name=圣迭戈, url=/sandiego}
{name=圣路易斯, url=/stlouis}
{name=圣安东尼奥, url=/sanantonio}
{name=盐湖城, url=/saltlakecity}
{name=圣何塞, url=/sanjose}
{name=萨克拉门托, url=/sacramento}
{name=斯普林菲尔德, url=/springfield}
{name=圣达菲, url=/santafe}
{name=塞勒姆, url=/salem}
{name=圣巴巴拉, url=/santabarbara}
{name=圣西蒙, url=/sansimeon}
{name=苏丹, url=/sudan}
{name=苏里南, url=/surinam}
{name=苏格兰高地, url=/scottish}
{name=谢菲尔德, url=/sheffield}
{name=南安普敦, url=/southampton}
{name=圣安德鲁斯, url=/standrews}
{name=斯特灵, url=/sterling}
{name=斯旺西, url=/swansea}
{name=埃文河畔斯特拉福德, url=/stratford}
{name=萨摩亚, url=/samoa}
{name=辛特拉, url=/sintra}
{name=西班牙, url=/spain}
{name=塞哥维亚, url=/segovia}
{name=萨拉曼卡, url=/salamanca}
{name=沙迦, url=/sharjah}
{name=斯科普里, url=/skopje}
{name=仙本那, url=/semporna}
{name=沙捞越, url=/sarawak}
{name=山打根, url=/sandakan}
{name=索夫昂丹麦村, url=/solvang}
{name=圣塔克鲁兹, url=/santacruz}
{name=汕头, url=/shantou}
{name=绍兴, url=/shaoxing}
{name=韶关, url=/shaoguan}
{name=上饶, url=/shangrao}
{name=十堰, url=/shiyan}
{name=宿州, url=/anhuisuzhou}
{name=邵阳, url=/shaoyang}
{name=三明, url=/sanming}
{name=松原, url=/songyuan}
{name=四平, url=/siping}
{name=宿迁, url=/suqian}
{name=汕尾, url=/shanwei}
{name=商丘, url=/shangqiu}
{name=石河子, url=/shihezi}
{name=遂宁, url=/suining}
{name=随州, url=/suizhou}
{name=三门峡, url=/sanmenxia}
{name=石嘴山, url=/shizuishan}
{name=朔州, url=/shuozhou}
{name=商洛, url=/shangluo}
{name=双鸭山, url=/shuangyashan}
{name=绥化, url=/suihua}
{name=山南, url=/shannan}
{name=石狮, url=/shishi}
{name=三清山, url=/sanqingshan}
{name=三峡, url=/sanxia}
{name=双廊, url=/shuanglang}
{name=苏梅岛, url=/samui}
{name=沙美岛, url=/kohsamet}
{name=首尔, url=/seoul}
{name=圣彼得堡, url=/saintpetersburg}
{name=新加坡, url=/singapore}
{name=沙巴, url=/sabah}
{name=塞班岛, url=/saipan}
{name=宿雾, url=/cebu}
{name=暹粒, url=/siemreap}
{name=西哈努克, url=/sihanoukville}
{name=悉尼, url=/sydney}
{name=斯里兰卡, url=/srilanka}
{name=旧金山, url=/sanfrancisco}
{name=西雅图, url=/seattle}
{name=塞舌尔, url=/seychelles}
{name=萨尔兹堡, url=/salzburg}
{name=斯德哥尔摩, url=/stockholm}
{name=苏黎世, url=/zurich}
{name=塞维利亚, url=/seville}
{name=圣托里尼, url=/santorini}
{name=圣保罗, url=/saopaulo}
{name=圣地亚哥, url=/santiago}
{name=神农架林区, url=/shennongjia}
{name=深泽县, url=/shenzhe}
{name=尚义县, url=/shangyi}
{name=三河市, url=/sanhe}
{name=顺平县, url=/shunping}
{name=深州市, url=/shenzhou}
{name=肃宁县, url=/suning}
{name=沙河市, url=/shahe}
{name=涉县, url=/shexian}
{name=山阴县, url=/shanyin}
{name=神池县, url=/shenchi}
{name=寿阳县, url=/shouyang}
{name=石楼县, url=/shilou}
{name=商都县, url=/shangdu}
{name=绥中县, url=/suizhong}
{name=舒兰市, url=/shulan}
{name=双辽市, url=/shuangliao}
{name=孙吴县, url=/sunwu}
{name=绥滨县, url=/suibin}
{name=集贤县, url=/sysjixianxian}
{name=绥芬河市, url=/suifenhe}
{name=绥棱县, url=/suileng}
{name=睢宁县, url=/szsuining}
{name=沭阳县, url=/shuyang}
{name=泗阳县, url=/siyang}
{name=泗洪县, url=/sihong}
{name=射阳县, url=/sheyang}
{name=嵊泗县, url=/shengsi}
{name=上虞区, url=/shangyu}
{name=嵊州市, url=/shengzhou}
{name=柯桥区, url=/shaoxingxian}
{name=三门县, url=/sanmen}
{name=遂昌县, url=/suicang}
{name=松阳县, url=/songyang}
{name=泗县, url=/sixian}
{name=濉溪县, url=/suixi}
{name=宿松县, url=/susong}
{name=寿县, url=/shouxian}
{name=舒城县, url=/shucheng}
{name=石台县, url=/shitai}
{name=邵武市, url=/shaowu}
{name=顺昌县, url=/shuncang}
{name=松溪县, url=/songxi}
{name=沙县, url=/shaxian}
{name=上杭县, url=/shanghang}
{name=寿宁县, url=/shouning}
{name=上栗县, url=/shangli}
{name=上犹县, url=/shangyou}
{name=石城县, url=/shicheng}
{name=上饶县, url=/shangraoxian}
